run,sample,temperature,current,vibration,label
6,52,26.63,4.8,0.95,1
6,53,28.33,4.9,0.91,1
6,54,29.13,5.08,1.01,1
6,55,28.98,5.02,0.98,1
6,56,27.69,5.4,1.01,1
6,57,28.39,5.05,1.01,1
6,58,27.41,4.83,0.95,1
6,59,28.34,4.97,0.96,1
6,60,28.99,5.01,0.82,1
6,61,28.84,5.18,0.81,1
6,62,26.31,5.16,0.82,0
6,63,24.74,4.96,0.84,0
6,64,25.27,5.17,0.85,0
6,65,24.86,4.8,1.1,0
6,66,26.22,5.24,1.11,0
6,67,23.87,4.69,0.97,0
6,68,24.59,5.02,0.94,0
6,69,25.87,5.01,1.22,0
6,70,24.64,4.9,1.13,0
6,71,26.24,5.05,1.08,0
6,72,23.95,5.3,0.84,0
6,73,25.64,4.94,0.9,0
6,74,25.81,4.96,1.06,0
6,75,23.85,4.71,0.85,0
6,76,25.37,4.8,0.98,0
6,77,26.07,5.03,0.75,0
6,78,26.15,4.79,1.04,0
6,79,24.93,4.93,0.79,0
6,80,25.3,4.8,1.02,0
6,81,25.36,5.05,1.16,0
6,82,23.65,4.72,1.08,0
6,83,23.61,5.28,1.08,0
6,84,26.01,4.84,1.21,0
6,85,23.65,4.93,0.84,0
6,86,25.52,5.09,1.1,0
6,87,25.28,5.23,0.84,0
6,88,24.87,5.06,1.22,0
6,89,23.78,4.84,0.93,0
6,90,24.64,4.65,0.96,0
6,91,25.15,4.83,0.82,0
6,92,25.58,4.82,1.01,0
6,93,25.07,5.16,1.06,0
6,94,23.83,5.18,1.06,0
6,95,26.46,4.99,1.09,0
6,96,26.3,5.39,0.89,0
6,97,25.33,4.85,1.01,0
6,98,26.49,4.88,0.81,0
6,99,25.19,5.02,1.07,0
6,100,24.98,4.74,1.05,0
6,101,25.63,5.38,0.75,0
6,102,23.57,5.1,0.81,0
6,103,26.04,5.24,1.25,0
6,104,24.74,4.87,1.03,0
6,105,25.41,4.61,0.85,0
6,106,24.34,5.23,0.9,0
6,107,25.02,4.86,0.75,0
6,108,25.56,4.87,1.11,0
6,109,25.35,4.62,0.84,0
6,110,24.49,4.87,1.09,0
6,111,26.25,5.24,1.07,0
6,112,24.94,5.1,1.2,0
6,113,25.11,4.87,1.14,0
6,114,24.74,5.19,1.17,0
6,115,24.4,5.18,0.91,0
6,116,25.11,4.77,1.09,0
6,117,25.9,5.31,0.93,0
6,118,26.41,4.82,0.77,0
6,119,26.45,5.1,1.17,0
6,120,25.21,4.91,1.05,0
6,121,26.09,5.2,1.1,0
6,122,24.44,4.63,0.96,0
6,123,24.99,4.79,0.98,0
6,124,26.35,4.77,0.9,0
6,125,23.84,5.23,1.14,0
6,126,26.24,4.96,0.76,0
6,127,24.95,5.0,0.85,0
6,128,26.27,5.19,1.01,0
6,129,25.83,4.71,1.19,0
6,130,25.97,5.35,1.09,0
6,131,23.9,5.18,0.98,0
6,132,25.64,5.02,0.75,0
6,133,26.3,5.15,1.05,0
6,134,23.76,4.97,0.77,0
6,135,25.06,5.13,0.91,0
6,136,25.23,4.85,1.2,0
6,137,24.46,4.75,0.89,0
6,138,24.46,4.95,0.81,0
6,139,23.95,4.82,0.76,0
6,140,25.37,5.01,0.85,0
6,141,24.55,4.85,0.82,0
6,142,25.61,4.83,0.87,0
6,143,23.71,5.09,0.92,0
6,144,24.83,4.7,0.99,0
6,145,25.53,4.68,0.78,0
6,146,24.78,4.74,1.05,0
6,147,25.28,5.27,1.1,0
6,148,25.35,4.85,1.16,0
6,149,25.64,5.14,1.02,0
6,150,26.42,5.2,0.98,0
6,151,23.9,5.25,1.21,0
6,152,24.9,4.96,1.09,0
6,153,25.63,4.97,0.87,0
6,154,24.17,5.29,1.06,0
6,155,26.24,4.91,1.1,0
6,156,25.5,5.23,1.19,0
6,157,24.86,4.62,0.99,0
6,158,24.55,4.97,0.84,0
6,159,25.8,5.08,0.81,0
6,160,23.81,5.25,1.15,0
6,161,24.48,5.12,1.15,0
6,162,25.1,4.92,0.96,0
6,163,25.36,5.04,1.24,0
6,164,24.65,4.87,1.16,0
6,165,25.27,5.23,0.97,0
6,166,25.86,5.04,0.87,0
6,167,25.49,4.66,1.22,0
6,168,25.22,4.99,1.05,0
6,169,24.89,5.04,1.16,0
6,170,24.03,5.36,0.78,0
6,171,23.83,5.25,1.14,0
6,172,24.64,5.0,1.08,0
6,173,23.77,5.25,1.19,0
6,174,26.21,5.11,0.75,0
6,175,23.94,4.72,1.02,0
6,176,24.67,5.95,0.85,1
6,177,24.45,5.64,1.21,1
6,178,26.33,5.68,1.24,1
6,179,23.77,5.72,1.24,1
6,180,23.88,5.84,0.93,1
6,181,23.66,5.69,1.16,1
6,182,26.08,5.96,0.87,1
6,183,24.68,5.71,0.94,1
6,184,25.14,5.55,0.99,1
6,185,24.65,5.52,1.17,1
6,186,26.49,5.14,0.82,0
6,187,23.72,4.61,1.11,0
6,188,24.96,4.95,1.25,0
6,189,23.75,5.11,0.96,0
6,190,24.87,5.23,1.05,0
6,191,24.78,4.74,1.0,0
6,192,25.16,4.96,0.93,0
6,193,24.06,5.08,1.04,0
6,194,26.04,4.79,1.0,0
6,195,24.73,5.04,0.93,0
6,196,26.43,5.05,1.1,0
6,197,23.84,4.99,1.1,0
6,198,23.93,5.19,1.24,0
6,199,26.45,5.22,0.98,0
6,200,23.73,5.31,0.79,0
6,201,24.92,5.19,1.23,0
6,202,23.73,5.11,1.15,0
6,203,24.44,4.64,0.92,0
6,204,25.84,4.98,1.01,0
6,205,24.91,5.19,0.96,0
6,206,26.38,5.24,0.89,0
6,207,23.61,5.34,1.12,0
6,208,25.68,5.05,0.78,0
6,209,24.92,4.74,0.78,0
6,210,26.47,5.25,1.06,0
6,211,24.36,4.67,1.0,0
6,212,26.05,4.82,0.82,0
6,213,24.34,5.29,0.76,0
6,214,23.83,4.74,1.05,0
6,215,23.95,4.96,1.15,0
6,216,24.28,5.16,0.99,0
6,217,25.9,5.29,0.92,0
6,218,23.75,4.72,1.22,0
6,219,23.96,5.0,1.25,0
6,220,25.81,4.79,0.97,0
6,221,25.41,4.77,1.12,0
6,222,24.54,5.11,1.13,0
6,223,23.85,4.73,0.95,0
6,224,24.4,5.2,1.13,0
6,225,25.1,4.9,1.1,0
6,226,24.92,4.72,1.19,0
6,227,23.54,5.34,0.97,0
6,228,25.54,5.37,1.09,0
6,229,23.62,5.33,1.07,0
6,230,26.37,4.95,1.21,0
6,231,26.08,4.87,0.88,0
6,232,23.79,5.12,0.95,0
6,233,25.82,5.2,1.12,0
6,234,25.27,4.76,0.92,0
6,235,25.57,4.74,1.02,0
6,236,25.52,5.27,0.76,0
6,237,23.79,4.68,0.97,0
6,238,24.16,4.83,0.85,0
6,239,23.57,4.67,1.22,0
6,240,25.47,5.27,1.23,0
6,241,25.41,5.17,1.58,1
6,242,23.89,5.13,1.43,1
6,243,26.4,5.32,1.28,1
6,244,24.9,5.35,1.61,1
6,245,24.33,4.94,1.53,1
6,246,24.47,4.73,0.79,0
6,247,25.83,4.91,0.92,0
6,248,23.68,5.36,0.88,0
6,249,24.82,4.99,1.21,0
6,250,25.33,4.74,1.0,0
6,251,23.93,5.21,0.86,0
6,252,25.43,5.33,1.11,0
6,253,23.81,4.66,1.04,0
6,254,24.25,4.96,1.2,0
6,255,23.95,5.11,1.22,0
6,256,25.49,4.81,1.1,0
6,257,26.21,5.06,1.01,0
6,258,26.32,4.99,0.97,0
6,259,26.03,5.22,1.14,0
6,260,25.12,4.6,1.23,0
6,261,25.95,4.99,1.03,0
6,262,26.31,4.89,1.09,0
6,263,24.7,5.11,1.23,0
6,264,23.77,5.03,1.23,0
6,265,23.74,4.97,1.13,0
6,266,25.44,4.74,0.77,0
6,267,24.65,4.75,1.1,0
6,268,26.19,5.1,0.93,0
6,269,23.75,5.11,1.12,0
6,270,23.92,4.75,1.11,0
6,271,25.28,4.99,0.78,0
6,272,25.12,4.85,1.02,0
6,273,26.0,4.96,1.25,0
6,274,23.61,4.64,1.14,0
6,275,23.63,4.69,1.15,0
6,276,25.5,4.97,1.09,0
6,277,26.12,4.72,1.04,0
6,278,26.27,4.63,0.82,0
6,279,25.46,4.98,1.21,0
6,280,23.64,5.16,0.82,0
6,281,24.02,4.64,0.9,0
6,282,25.88,4.96,0.84,0
6,283,25.27,5.25,0.8,0
6,284,24.99,5.24,0.86,0
6,285,25.91,4.94,1.16,0
6,286,26.45,5.14,0.91,0
6,287,26.43,5.06,0.82,0
6,288,26.01,5.23,1.13,0
6,289,25.28,4.87,0.81,0
6,290,23.92,4.93,1.1,0
6,291,25.16,4.95,1.21,0
6,292,23.62,4.68,1.17,0
6,293,25.34,5.22,0.76,0
6,294,24.96,4.61,0.84,0
6,295,23.77,5.12,1.19,0
6,296,24.75,5.25,1.14,0
6,297,25.58,4.76,1.07,0
6,298,25.07,4.93,1.22,0
6,299,25.33,4.63,0.84,0
6,300,25.0,5.36,1.06,0
7,1,24.76,5.05,0.85,0
7,2,26.46,5.38,1.06,0
7,3,26.09,5.39,1.0,0
7,4,24.89,5.1,0.85,0
7,5,23.66,4.69,0.82,0
7,6,26.03,5.33,1.0,0
7,7,23.98,5.34,0.78,0
7,8,24.59,4.77,0.88,0
7,9,25.35,5.31,0.98,0
7,10,23.81,4.64,1.02,0
7,11,23.97,4.62,1.01,0
7,12,23.71,4.79,0.97,0
7,13,25.24,4.94,1.12,0
7,14,26.2,4.78,0.81,0
7,15,24.18,4.79,0.96,0
7,16,24.1,5.31,0.79,0
7,17,25.26,4.64,0.97,0
7,18,24.15,5.09,0.84,0
7,19,24.62,4.97,0.85,0
7,20,24.58,4.82,0.92,0
7,21,23.6,5.05,0.89,0
7,22,23.83,4.97,0.96,0
7,23,25.78,4.78,0.9,0
7,24,23.97,5.24,1.23,0
7,25,26.22,5.06,1.03,0
7,26,24.19,4.93,1.01,0
7,27,26.09,4.77,0.99,0
7,28,24.89,4.61,0.96,0
7,29,26.12,4.8,0.97,0
7,30,24.17,5.34,1.22,0
7,31,26.24,5.32,0.96,0
7,32,23.63,5.39,1.12,0
7,33,25.01,4.94,0.95,0
7,34,25.93,5.16,0.8,0
7,35,24.99,4.67,1.13,0
7,36,25.58,4.93,0.86,0
7,37,24.58,4.79,1.25,0
7,38,23.55,5.14,0.83,0
7,39,24.88,5.06,1.04,0
7,40,26.43,4.97,0.82,0
7,41,25.61,4.75,1.19,0
7,42,25.38,5.16,0.75,0
7,43,25.38,4.91,1.1,0
7,44,25.09,4.84,1.13,0
7,45,25.59,5.09,1.04,0
7,46,24.12,5.15,1.06,0
7,47,24.51,5.35,1.01,0
7,48,26.23,4.89,0.78,0
7,49,24.65,4.97,0.77,0
7,50,24.6,5.12,1.1,0
7,51,25.18,5.22,0.82,0
7,52,24.5,5.03,1.07,0
7,53,25.71,5.2,1.19,0
7,54,25.61,5.2,1.13,0
7,55,24.46,5.32,1.0,0
7,56,24.77,4.64,0.94,0
7,57,24.86,5.0,1.16,0
7,58,24.91,5.03,1.16,0
7,59,26.2,4.96,0.93,0
7,60,25.52,5.15,1.24,0
7,61,26.15,4.75,1.19,0
7,62,23.76,4.91,0.84,0
7,63,26.37,4.66,0.83,0
7,64,23.84,4.72,0.83,0
7,65,24.11,5.36,0.76,0
7,66,24.75,5.15,1.22,0
7,67,24.92,4.94,1.12,0
7,68,23.56,4.75,0.76,0
7,69,25.91,5.27,1.01,0
7,70,28.86,5.06,1.08,1
7,71,28.15,5.13,1.02,1
7,72,27.42,5.05,1.2,1
7,73,27.36,4.78,0.94,1
7,74,29.37,4.72,0.89,1
7,75,27.05,4.73,1.02,1
7,76,28.88,5.17,1.2,1
7,77,28.22,4.69,1.25,1
7,78,28.62,4.9,0.85,1
7,79,27.85,5.38,0.82,1
7,80,26.57,5.03,0.81,1
7,81,29.28,5.21,1.22,1
7,82,28.02,5.38,1.02,1
7,83,29.41,4.84,1.2,1
7,84,28.9,5.4,1.08,1
7,85,26.84,5.34,0.92,1
7,86,26.85,4.63,1.09,1
7,87,27.57,5.09,0.86,1
7,88,28.08,5.09,0.85,1
7,89,26.75,5.21,0.85,1
7,90,26.05,5.14,1.23,0
7,91,26.43,4.92,1.0,0
7,92,25.31,5.01,0.78,0
7,93,25.5,4.92,1.11,0
7,94,24.78,4.91,0.76,0
7,95,24.53,4.85,0.97,0
7,96,25.18,4.77,1.19,0
7,97,25.72,4.93,0.97,0
7,98,23.99,5.18,1.2,0
7,99,25.69,4.93,1.17,0
7,100,25.29,4.71,0.9,0
7,101,26.47,5.02,0.92,0
7,102,26.3,5.07,0.94,0
7,103,23.52,5.11,0.89,0
7,104,24.02,4.97,1.03,0
7,105,26.24,4.76,1.17,0
7,106,24.37,4.99,1.16,0
7,107,24.41,5.07,1.0,0
7,108,25.72,4.78,1.15,0
7,109,23.96,4.84,1.07,0
7,110,25.41,4.7,1.08,0
7,111,24.36,4.74,1.2,0
7,112,25.43,4.62,1.13,0
7,113,24.98,5.38,1.05,0
7,114,24.59,4.98,0.97,0
7,115,24.27,5.15,1.24,0
7,116,25.95,4.9,1.12,0
7,117,23.55,4.81,1.04,0
7,118,23.94,4.97,1.1,0
7,119,24.57,4.64,0.93,0
7,120,25.41,5.36,0.77,0
7,121,24.37,5.11,0.79,0
7,122,24.08,5.1,1.13,0
7,123,25.3,4.73,0.91,0
7,124,24.45,5.28,1.15,0
7,125,24.31,5.16,0.93,0
7,126,25.1,4.88,0.82,0
7,127,23.91,4.83,1.14,0
7,128,24.74,5.34,0.83,0
7,129,24.15,5.0,1.17,0
7,130,25.89,5.05,1.09,0
7,131,26.36,5.28,1.11,0
7,132,25.61,5.24,0.96,0
7,133,26.25,4.69,0.82,0
7,134,23.55,4.88,1.1,0
7,135,23.92,4.95,1.24,0
7,136,25.07,5.38,0.84,0
7,137,24.41,5.2,0.81,0
7,138,23.89,5.65,1.09,1
7,139,24.13,6.01,0.96,1
7,140,23.84,5.74,0.99,1
7,141,24.09,5.87,1.08,1
7,142,24.91,5.64,0.77,1
7,143,23.53,5.88,0.81,1
7,144,25.26,5.42,1.09,1
7,145,23.94,5.86,0.89,1
7,146,24.56,5.89,1.14,1
7,147,25.01,6.01,1.16,1
7,148,25.09,5.17,1.23,0
7,149,24.02,5.2,0.75,0
7,150,25.68,5.34,1.21,0
7,151,26.05,4.98,1.1,0
7,152,24.06,5.14,0.8,0
7,153,26.0,5.39,0.96,0
7,154,25.04,4.93,1.13,0
7,155,24.44,4.97,1.01,0
7,156,24.99,4.89,0.89,0
7,157,25.67,4.67,1.0,0
7,158,24.65,4.97,1.12,0
7,159,25.56,5.27,0.86,0
7,160,24.72,5.39,0.96,0
7,161,26.07,5.32,1.15,0
7,162,26.32,4.89,0.76,0
7,163,25.52,5.14,0.95,0
7,164,25.07,5.14,0.81,0
7,165,24.68,5.16,1.24,0
7,166,25.72,5.31,0.83,0
7,167,24.59,4.76,0.85,0
7,168,26.03,4.92,0.87,0
7,169,24.77,5.0,1.13,0
7,170,25.8,5.07,1.13,0
7,171,25.9,5.35,0.93,0
7,172,25.5,5.36,1.24,0
7,173,25.03,4.72,0.98,0
7,174,23.87,4.99,0.87,0
7,175,26.33,4.62,1.12,0
7,176,25.99,5.0,0.76,0
7,177,24.04,5.08,0.91,0
7,178,24.41,5.1,1.13,0
7,179,25.48,5.02,1.0,0
7,180,24.9,4.83,1.0,0
7,181,25.01,5.03,1.15,0
7,182,25.12,4.61,1.13,0
7,183,26.47,5.3,0.81,0
7,184,24.85,5.28,0.97,0
7,185,23.61,4.74,1.08,0
7,186,25.84,5.31,0.83,0
7,187,24.79,4.85,0.94,0
7,188,25.79,5.06,1.0,0
7,189,25.16,5.03,0.98,0
7,190,25.19,4.73,0.78,0
7,191,24.29,5.07,0.94,0
7,192,25.53,5.21,0.89,0
7,193,23.68,5.07,0.81,0
7,194,24.6,5.25,1.04,0
7,195,25.8,5.1,0.94,0
7,196,24.78,5.39,0.96,0
7,197,23.67,4.8,0.87,0
7,198,24.44,4.67,1.09,0
7,199,26.11,4.69,0.83,0
7,200,25.12,4.63,1.08,0
7,201,24.77,5.01,0.96,0
7,202,23.56,4.98,0.76,0
7,203,24.45,5.06,0.91,0
7,204,23.79,4.99,1.1,0
7,205,24.12,5.0,1.16,0
7,206,25.5,4.73,0.9,0
7,207,26.41,4.76,1.07,0
7,208,26.42,4.66,1.18,0
7,209,24.14,4.81,0.9,0
7,210,25.22,5.24,1.06,0
7,211,26.37,5.17,1.04,0
7,212,25.28,4.82,1.03,0
7,213,25.09,4.94,0.92,0
7,214,23.73,5.26,1.0,0
7,215,24.4,5.13,0.91,0
7,216,24.74,4.8,1.01,0
7,217,25.51,5.04,1.19,0
7,218,25.38,5.01,0.84,0
7,219,25.0,5.13,1.16,0
7,220,26.31,4.81,1.07,0
7,221,25.93,5.28,1.2,0
7,222,26.3,5.18,1.25,1
7,223,24.89,4.79,1.53,1
7,224,26.03,4.93,1.61,1
7,225,25.4,5.28,1.29,1
7,226,23.98,5.15,1.27,1
7,227,23.95,4.62,1.15,0
7,228,24.43,4.99,1.25,0
7,229,24.77,5.32,0.85,0
7,230,24.32,4.62,1.14,0
7,231,24.33,5.04,1.07,0
7,232,23.63,5.18,1.14,0
7,233,23.67,5.32,0.91,0
7,234,24.39,4.65,1.23,0
7,235,26.19,5.14,1.19,0
7,236,24.69,5.27,1.17,0
7,237,24.21,5.06,1.0,0
7,238,23.86,5.13,1.04,0
7,239,25.83,5.02,1.0,0
7,240,23.77,5.08,1.14,0
7,241,24.44,5.27,1.12,0
7,242,25.92,5.2,1.22,0
7,243,24.15,4.69,0.86,0
7,244,24.32,4.93,1.18,0
7,245,23.67,5.03,1.1,0
7,246,23.84,5.04,0.99,0
7,247,24.24,4.82,1.14,0
7,248,23.93,4.98,0.93,0
7,249,24.42,5.12,1.2,0
7,250,23.6,5.19,1.15,0
7,251,23.66,5.33,1.09,0
7,252,24.26,4.91,1.07,0
7,253,25.6,5.32,1.09,0
7,254,25.1,4.79,0.97,0
7,255,23.52,5.37,1.21,0
7,256,26.25,4.84,1.22,0
7,257,25.77,4.84,1.18,0
7,258,23.98,4.95,0.91,0
7,259,25.94,5.12,1.14,0
7,260,24.32,4.66,1.14,0
7,261,24.98,5.19,1.21,0
7,262,24.5,4.94,1.21,0
7,263,23.8,4.73,0.88,0
7,264,23.7,4.94,1.11,0
7,265,25.14,4.86,1.1,0
7,266,25.79,5.11,0.84,0
7,267,24.83,5.11,0.75,0
7,268,24.1,4.84,1.04,0
7,269,23.83,4.8,1.11,0
7,270,25.8,5.12,0.82,0
7,271,25.28,4.93,1.22,0
7,272,24.85,5.3,0.82,0
7,273,24.02,5.07,0.91,0
7,274,24.35,4.67,0.93,0
7,275,24.68,4.9,1.17,0
7,276,25.21,4.62,0.76,0
7,277,25.18,5.09,0.86,0
7,278,23.77,4.97,0.88,0
7,279,26.06,4.64,1.06,0
7,280,25.3,4.72,1.23,0
7,281,24.01,5.05,0.76,0
7,282,25.08,5.22,1.21,0
7,283,25.98,5.0,0.86,0
7,284,24.11,5.36,1.16,0
7,285,24.3,5.2,0.94,0
7,286,24.79,4.77,0.86,0
7,287,25.97,5.18,0.84,0
7,288,24.04,5.23,0.76,0
7,289,26.43,4.79,0.98,0
7,290,24.24,5.07,1.07,0
7,291,23.76,4.98,1.19,0
7,292,26.42,4.92,0.86,0
7,293,24.65,4.94,1.05,0
7,294,23.72,5.05,0.78,0
7,295,26.29,4.98,0.93,0
7,296,25.32,5.14,1.15,0
7,297,25.63,5.25,0.75,0
7,298,25.01,4.9,1.24,0
7,299,25.51,4.71,1.2,0
7,300,23.62,4.74,0.83,0
8,1,24.9,4.67,1.11,0
8,2,24.8,4.81,0.91,0
8,3,26.44,5.0,1.24,0
8,4,24.34,4.89,0.97,0
8,5,26.21,4.81,1.16,0
8,6,26.28,5.01,0.97,0
8,7,23.99,5.19,1.0,0
8,8,26.35,5.04,1.21,0
8,9,25.41,4.95,0.84,0
8,10,23.66,4.75,0.99,0
8,11,23.99,4.97,0.81,0
8,12,26.19,5.0,0.97,0
8,13,26.47,5.05,0.98,0
8,14,23.84,5.18,0.82,0
8,15,24.55,4.76,0.89,0
8,16,26.0,5.2,1.16,0
8,17,25.19,5.13,0.86,0
8,18,26.49,4.6,1.13,0
8,19,24.04,5.34,0.87,0
8,20,24.99,4.68,0.91,0
8,21,24.35,5.39,0.81,0
8,22,24.62,5.34,0.8,0
8,23,24.47,4.62,0.98,0
8,24,25.62,4.98,1.06,0
8,25,24.31,5.13,0.91,0
8,26,23.63,5.1,0.98,0
8,27,26.34,5.4,1.2,0
8,28,25.89,4.7,1.18,0
8,29,25.9,4.83,1.15,0
8,30,25.73,5.04,1.05,0
8,31,23.78,4.8,0.87,0
8,32,25.81,4.92,0.76,0
8,33,24.12,4.91,0.95,0
8,34,25.44,5.36,0.83,0
8,35,24.4,5.24,1.12,0
8,36,26.27,5.32,1.05,0
8,37,24.58,4.68,0.93,0
8,38,24.1,4.96,0.94,0
8,39,24.31,5.08,0.8,0
8,40,24.77,4.89,0.84,0
8,41,25.39,4.67,1.01,0
8,42,26.42,5.14,1.07,0
8,43,25.64,5.34,1.01,0
8,44,25.44,4.67,0.98,0
8,45,23.74,5.24,0.9,0
8,46,26.45,5.15,0.9,0
8,47,24.25,4.94,1.03,0
8,48,25.15,5.33,1.01,0
8,49,25.03,4.93,0.98,0
8,50,25.66,5.25,0.93,0
8,51,28.72,5.21,0.76,1
8,52,26.64,5.23,1.17,1
8,53,28.67,5.16,0.91,1
8,54,27.52,4.96,1.15,1
8,55,26.73,5.25,0.86,1
8,56,27.8,4.81,1.09,1
8,57,28.47,4.92,0.76,1
8,58,28.73,4.92,1.08,1
8,59,28.35,4.84,1.16,1
8,60,28.91,5.37,1.09,1
8,61,28.95,4.71,0.85,1
8,62,27.94,4.75,0.76,1
8,63,29.07,4.79,1.17,1
8,64,26.94,4.67,1.13,1
8,65,28.72,4.69,1.2,1
8,66,27.85,4.99,0.76,1
8,67,27.68,4.84,1.16,1
8,68,27.8,4.68,1.17,1
8,69,28.69,5.0,1.04,1
8,70,28.04,4.63,0.95,1
8,71,25.67,5.35,1.2,0
8,72,26.1,4.79,0.78,0
8,73,23.56,5.06,1.03,0
8,74,24.3,5.12,1.19,0
8,75,23.85,5.1,1.07,0
8,76,24.84,4.95,0.83,0
8,77,25.68,4.98,0.97,0
8,78,25.02,5.07,1.09,0
8,79,26.27,5.28,1.11,0
8,80,24.91,5.31,1.11,0
8,81,24.67,4.93,1.22,0
8,82,25.46,4.89,0.99,0
8,83,26.41,4.73,0.85,0
8,84,25.57,4.67,0.99,0
8,85,24.02,4.73,1.0,0
8,86,25.88,5.35,1.0,0
8,87,24.2,5.05,1.25,0
8,88,24.58,4.81,1.09,0
8,89,24.02,5.29,1.0,0
8,90,25.92,4.87,0.81,0
8,91,24.18,5.05,0.99,0
8,92,26.48,5.23,1.13,0
8,93,25.81,5.05,1.2,0
8,94,26.06,5.3,1.05,0
8,95,23.81,4.64,1.22,0
8,96,25.9,5.37,1.13,0
8,97,26.42,5.23,1.05,0
8,98,26.08,4.68,1.03,0
8,99,25.02,4.73,0.81,0
8,100,24.12,4.89,1.11,0
8,101,25.62,5.21,1.0,0
8,102,26.11,4.72,0.93,0
8,103,25.96,4.7,0.85,0
8,104,26.41,5.22,0.75,0
8,105,26.0,4.98,0.89,0
8,106,24.01,4.81,1.11,0
8,107,24.75,5.1,0.87,0
8,108,25.76,5.02,1.14,0
8,109,23.91,4.94,1.21,0
8,110,26.19,5.36,1.01,0
8,111,25.55,5.35,0.97,0
8,112,25.81,5.17,1.01,0
8,113,23.71,4.87,0.95,0
8,114,25.82,4.95,0.95,0
8,115,23.61,5.34,0.83,0
8,116,25.22,5.38,1.24,0
8,117,25.9,5.3,1.24,0
8,118,24.76,5.31,1.1,0
8,119,26.12,5.18,0.91,0
8,120,24.53,5.26,1.2,0
8,121,25.33,4.72,0.95,0
8,122,25.43,5.31,1.06,0
8,123,25.35,4.95,0.92,0
8,124,25.94,5.12,1.14,0
8,125,26.14,4.67,1.02,0
8,126,24.67,5.18,1.19,0
8,127,25.06,5.03,0.86,0
8,128,25.04,4.85,0.92,0
8,129,25.41,4.62,1.2,0
8,130,25.12,4.81,1.17,0
8,131,24.41,4.94,1.0,0
8,132,25.7,5.27,0.88,0
8,133,25.02,4.7,1.13,0
8,134,26.32,4.96,1.04,0
8,135,23.52,4.87,0.87,0
8,136,25.74,5.07,1.11,0
8,137,26.31,5.13,1.17,0
8,138,24.2,4.84,1.08,0
8,139,25.95,5.06,0.82,0
8,140,24.63,5.19,0.8,0
8,141,25.05,4.75,1.14,0
8,142,24.86,4.72,0.96,0
8,143,24.74,5.5,0.96,1
8,144,24.14,5.72,1.09,1
8,145,25.18,5.87,1.19,1
8,146,25.41,6.16,1.09,1
8,147,25.7,5.8,0.83,1
8,148,24.95,5.81,1.23,1
8,149,25.09,5.43,0.98,1
8,150,23.97,5.5,1.21,1
8,151,26.06,5.63,0.93,1
8,152,25.07,5.7,0.9,1
8,153,24.38,4.62,0.82,0
8,154,25.85,4.94,1.22,0
8,155,24.42,4.83,0.84,0
8,156,25.72,4.6,1.02,0
8,157,23.7,4.64,0.99,0
8,158,24.43,4.96,0.92,0
8,159,24.63,5.27,1.17,0
8,160,23.9,4.71,1.07,0
8,161,25.79,5.13,0.82,0
8,162,25.68,4.67,1.06,0
8,163,25.37,4.91,1.2,0
8,164,24.52,4.64,1.09,0
8,165,24.83,4.82,0.79,0
8,166,24.0,4.62,1.07,0
8,167,25.81,4.85,1.07,0
8,168,25.43,4.67,1.23,0
8,169,25.13,5.21,1.23,0
8,170,25.07,5.2,1.0,0
8,171,23.56,5.13,1.02,0
8,172,26.39,4.82,0.85,0
8,173,25.99,5.27,1.04,0
8,174,23.75,5.03,0.91,0
8,175,25.27,4.99,1.22,0
8,176,24.52,4.74,0.76,0
8,177,25.08,4.91,0.8,0
8,178,26.44,5.03,0.89,0
8,179,24.05,5.21,0.83,0
8,180,26.36,5.14,0.78,0
8,181,26.38,4.75,1.11,0
8,182,24.39,4.68,0.82,0
8,183,26.18,4.81,1.22,0
8,184,26.2,4.64,0.87,0
8,185,25.29,4.79,1.0,0
8,186,25.01,5.36,0.88,0
8,187,24.46,5.04,0.78,0
8,188,23.59,5.11,1.21,0
8,189,23.56,5.04,1.04,0
8,190,23.8,5.21,1.08,0
8,191,23.88,5.05,0.97,0
8,192,26.04,5.0,1.14,0
8,193,23.93,5.03,0.83,0
8,194,24.24,5.36,1.23,0
8,195,25.17,4.63,1.16,0
8,196,26.38,5.1,1.08,0
8,197,24.0,4.65,1.21,0
8,198,24.32,4.8,1.09,0
8,199,26.5,5.27,0.86,0
8,200,26.02,4.83,0.83,0
8,201,25.1,4.66,0.79,0
8,202,25.6,5.26,1.11,0
8,203,26.5,5.3,0.86,0
8,204,25.01,5.24,1.19,0
8,205,26.34,5.11,1.24,0
8,206,25.62,4.82,1.08,0
8,207,24.46,4.77,1.23,0
8,208,24.49,5.33,0.82,0
8,209,26.27,5.09,0.75,0
8,210,23.53,4.74,1.03,0
8,211,25.59,4.99,0.95,0
8,212,23.74,5.3,1.08,0
8,213,25.12,5.31,1.16,0
8,214,24.84,4.7,1.24,0
8,215,24.63,5.08,0.94,0
8,216,26.02,5.25,1.24,0
8,217,23.87,4.9,0.85,0
8,218,23.53,5.19,1.13,0
8,219,25.54,5.17,0.85,0
8,220,25.95,5.1,1.15,0
8,221,24.16,5.38,1.23,0
8,222,23.61,4.99,1.1,0
8,223,25.32,4.61,1.24,0
8,224,25.42,4.69,0.89,0
8,225,25.0,4.74,0.85,0
8,226,25.72,5.14,1.05,0
8,227,24.03,5.07,1.12,0
